id,order,year,month,product code,title,module code,type,system,setting,confidence,edition,authors,cover_url,cover_artist,semester,season
1,,1974,6,2002,Dungeons & Dragons,,boxed set,D&D,,verified,,Gary Gygax & Dave Arneson,https://www.tsrarchive.com/dd/dd2-3vs-box.jpg,Greg Bell,1,
24,,1975,3,2003,Supplement I: Greyhawk,,accessory,D&D,Greyhawk,verified,,Gary Gygax & Rob Kuntz,https://www.tsrarchive.com/dd/dd2-sup1-12th.jpg,Greg Bell,1,
23,,1975,12,2004,Supplement II: Blackmoor,,accessory,D&D,Blackmoor,verified,,Dave Arneson,https://www.tsrarchive.com/dd/dd2-sup2-5th.jpg,LIKELY: David C. Sutherland III,2,
9,,1976,5,2005,Supplement III: Eldritch Wizardry,,accessory,D&D,,verified,,Gary Gygax & Brian Blume,https://www.tsrarchive.com/dd/dd2-sup3-5th.jpg,Deborah Larson,1,
2,,1976,6,9004,Dungeon Geomorphs Set One: Basic Dungeon,,accessory,D&D,,likely,,Gary Gygax,https://www.tsrarchive.com/dd/dd2-geo1-2nd.jpg,N/A,1,
3,,1976,7,2006,"Supplement IV: Gods, Demi-Gods & Heroes",,accessory,D&D,,likely,,Robert Kuntz & James Ward,https://www.tsrarchive.com/dd/dd2-sup4-1st.jpg,NOT FOUND,2,
4,,1976,8,2007,Swords & Spells,,accessory,D&D,,likely,,Gary Gygax,https://www.tsrarchive.com/dd/dd2-sup5-1st.jpg,David C. Sutherland III,2,
5,,1977,7,1001,Dungeons & Dragons Basic Set,,boxed set,D&D,,likely,,Eric Holmes,https://blogger.googleusercontent.com/img/a/AVvXsEgpBbG-hJeBCbkwZIHFzy3HF2FxM8Jwd97gTZwn5BLqLEvnWWOIp3LTR4CxV8aJ9q0UDt0UbkLaOkvAV8Bv85CRz8tMLHDrn2Fj6ff15v8HkaVFFM5F5720LrG-r2PlwkcAplc3vtnnKnXKbRo6dJ8UQyhvFnHM1Cx__sR3Wpm2KsG5zEAo1nW1ljDx=w500-h640,David C. Sutherland III,2,
6,,1977,12,2009,Monster Manual,,hardcover,AD&D,,verified,,Gary Gyax,https://www.tsrarchive.com/add/add-1e-core-mm-1st.jpg,David C. Sutherland III,2,
16,,1977,,9005,Dungeon Geomorphs Set Two: Caves & Caverns,,accessory,D&D,,likely,,Gary & Ernie Gygax,https://www.tsrarchive.com/dd/dd2-geo2-3rd.jpg,N/A,2,9 late Summer
18,,1977,,9006,Dungeon Geomorphs Set Three: Lower Dungeons,,accessory,D&D,,likely,,Gary Gygax,https://www.tsrarchive.com/dd/dd2-geo3-3rd.jpg,N/A,2,10 early Autumn
19,,1977,,9008,Outdoor Geomorphs Set One: Walled City,,accessory,D&D,,likely,,Gary Gygax,https://www.tsrarchive.com/dd/dd2-geoout-2nd.jpg,N/A,2,11 Autumn
7,,1977,,9011,Monster & Treasure Assortment Set One: Levels One-Three,,accessory,D&D,,likely,,,https://www.tsrarchive.com/dd/dd2-mta1-2nd.jpg,N/A,2,11 Autumn
8,,1977,,9014,Character Record Sheets,,accessory,D&D,,likely,1st print,,https://www.tsrarchive.com/dd/dd2-crs-2nd.jpg,N/A,2,11 Autumn
21,,1977,,9012,Monster & Treasure Assortment Set Two: Levels Four-Six,,accessory,D&D,,likely,,,https://www.tsrarchive.com/dd/dd2-mta2-4th.gif,N/A,2,12 late Autumn
10,,1978,6,2010,Players Handbook,,hardcover,AD&D,,verified,,Gary Gyax,https://www.tsrarchive.com/add/add-1e-core-phb-1st_3rd.jpg,David A. Trampier,1,
11,,1978,7,9016,Steading of the Hill Giant Chief,G1,adventure,AD&D,Greyhawk,verified,,Gary Gygax,https://www.tsrarchive.com/add/add-g1-3rd.jpg,David C. Sutherland III,2,
12,,1978,7,9017,The Glacial Rift of the Frost Giant Jarl,G2,adventure,AD&D,Greyhawk,verified,,Gary Gygax,https://www.tsrarchive.com/add/add-g2-2nd.jpg,David C. Sutherland III,2,
13,,1978,7,9018,Hall of the Fire Giant King,G3,adventure,AD&D,Greyhawk,verified,,Gary Gygax,https://www.tsrarchive.com/add/add-g3-3rd.jpg,David C. Sutherland III,2,
14,,1978,8,9019,Descent into the Depths of the Earth,D1,adventure,AD&D,Greyhawk,verified,,Gary Gygax,https://www.tsrarchive.com/add/add-d1-2nd.jpg,David C. Sutherland III,2,
15,,1978,8,9020,The Shrine of the Kuo-Toa,D2,adventure,AD&D,Greyhawk,verified,,Gary Gygax,https://www.tsrarchive.com/add/add-d2-3rd.jpg,David C. Sutherland III,2,
788,,1978,11,9023,In Search of the Unknown,B1,adventure,D&D,,verified,1st print,Mike Carr,https://www.tsrarchive.com/dd/dd2-b1-1st.jpg,David C. Sutherland III,2,
17,,1978,,9021,Vault of the Drow,D3,adventure,AD&D,Greyhawk,verified,,Gary Gygax,https://www.tsrarchive.com/add/add-d3-1st.jpg,David C. Sutherland III,2,9 late Summer
20,,1978,,9022,Tomb of Horrors,S1,adventure,AD&D,Greyhawk,likely,,Gary Gygax,https://www.tsrarchive.com/add/add-s1-1st.jpg,David C. Sutherland III,2,11 Fall
22,,1978,,9015,Monster & Treasure Assortment Set Three: Levels Seven-Nine,,accessory,D&D,,likely,,,https://www.tsrarchive.com/dd/dd2-mta1-3rd.jpg,N/A,1,
25,,1979,8,2011,Dungeon Masters Guide,,hardcover,AD&D,,verified,,Gary Gyax,https://www.tsrarchive.com/add/add-1e-core-dmg-1st.jpg,David C. Sutherland III,2,
26,,1979,11,9026,Village of Hommlet,T1,adventure,AD&D,Greyhawk,likely,,,https://www.tsrarchive.com/add/add-t1-2nd.jpg,David A. Trampier,2,
36,,1979,12,9034,Keep on the Borderlands,B2,adventure,D&D,Mystara,verified,1st print,Gary Gygax,https://www.tsrarchive.com/dd/dd2-b2-1st.jpg,Jim Roslof,2,
27,,1979,,9024,Dungeon Masters Screen,REF1,accessory,AD&D,,likely,,,https://www.tsrarchive.com/add/add-dmscreen-1st.jpg,David A. Trampier,2,9 late Summer
28,,1979,,9030,Non-Player Character Records,,accessory,AD&D,,likely,,,https://www.tsrarchive.com/add/add-npc-1st.jpg,N/A,2,10 early Autumn
29,,1979,,9027,White Plume Mountain,S2,adventure,AD&D,Greyhawk,likely,,Lawrence Schick,https://www.tsrarchive.com/add/add-s2-1st.jpg,Erol Otus,2,11 Autumn
30,,1979,,9028,Player Character Record Sheets,REF2,accessory,AD&D,,likely,,,https://www.tsrarchive.com/add/add-pcrs-2nd.jpg,N/A,2,11 Autumn
31,,1979,,9029,Permanent Character Folder and Adventure Records,,accessory,AD&D,,likely,,,https://www.tsrarchive.com/add/add-perm-1st.jpg,N/A,2,11 Autumn
33,,1979,,1001,Dungeons & Dragons Basic Set,,boxed set,D&D,,not verified,4th print,Eric Holmes,https://www.tsrarchive.com/dd/dd2-box-holmes-4th.jpg,David C. Sutherland III,,
34,,1979,,8001,Hex Pad,,accessory,D&D,,not verified,,,https://www.tsrarchive.com/dd/dd2-hexpad-2nd.jpg,N/A,,
35,,1980,4,2013,Deities & Demigods,,hardcover,AD&D,,likely,1st/3rd print,James M. Ward with Robert J. Kuntz,https://www.tsrarchive.com/add/add-1e-hb-ddg-1st_3rd.jpg,Erol Otus,1,
37,,1980,5,9025,World of Greyhawk,,accessory,AD&D,Greyhawk,likely,,,https://www.tsrarchive.com/gh/gh-box-folio-4th.jpg,David C. Sutherland III,1,
38,,1980,5,9031,The Rogue's Gallery,,accessory,AD&D,,likely,,,https://www.tsrarchive.com/add/add-dmrogue-1st.jpg,LIKELY: Erol Otus,1,
39,,1980,6,9032,The Hidden Shrine of Tomoachan,C1,adventure,AD&D,Greyhawk,likely,,Harold Johnson & Jeff R. Leason,https://www.tsrarchive.com/add/add-c1-1st.jpg,Erol Otus,1,
40,,1980,7,9033,Expedition to the Barrier Peaks,S3,adventure,AD&D,Greyhawk,likely,,Gary Gygax,https://www.tsrarchive.com/add/add-s3-1st.jpg,Erol Otus,2,
41,,1980,8,9035,Queen of the Demonweb Pits,Q1,adventure,AD&D,,likely,,David C. Sutherland with Gary Gygax,https://www.tsrarchive.com/add/add-q1-1st.jpg,Jim Roslof,2,
42,,1980,10,9036,Dungeon Masters Adventure Log,,accessory,AD&D,,likely,,,https://www.tsrarchive.com/add/add-dmlog-5th.jpg,N/A,2,
43,,1980,12,9038,Ghost Tower of Inverness,C2,adventure,AD&D,Greyhawk,likely,,Allen Hammack,https://www.tsrarchive.com/add/add-c2-3rd.jpg,Jim Roslof,2,
44,,1980,12,9039,Slave Pits of the Undercity,A1,adventure,AD&D,Greyhawk,likely,,David Cook,https://www.tsrarchive.com/add/add-a1-1st_2nd.jpg,Jim Roslof,2,
45,,1980,12,9047,Monster & Treasure Assortment Set One-Three,,accessory,D&D,,likely,,,https://www.tsrarchive.com/dd/dd2-mta-1st.jpg,N/A,2,
46,,1980,,8007,Hexagonal Mapping Booklet,,accessory,D&D,,not verified,,,https://www.tsrarchive.com/dd/dd2-hexbook-2nd.jpg,N/A,,
48,,1981,1,1012,Dungeons & Dragons Expert Set,,boxed set,D&D,Mystara,likely,3rd print,Dave Cook,https://www.tsrarchive.com/dd/dd2-box2-mold-3rd.jpg,,1,
49,,1981,1,9043,The Isle of Dread,X1,adventure,D&D,Mystara,likely,1st print,David Cook & Tom Moldvay,https://www.tsrarchive.com/dd/dd2-x1-2nd.jpg,,1,
50,,1981,4,9034,Keep on the Borderlands,B2,adventure,D&D,Mystara,likely,4th print,Gary Gygax,https://www.tsrarchive.com/dd/dd2-b2-4th.jpg,,1,
51,,1981,7,2012,Fiend Folio,,hardcover,AD&D,,likely,,Don Turnbull (editor),https://www.tsrarchive.com/add/add-1e-hb-ff-1st.jpg,,2,
53,,1981,12,9037,Player Character Record Sheets,,accessory,D&D,,likely,4th print,,https://www.tsrarchive.com/dd/dd2-crs.html,,2,
54,,1981,12,9048,Dungeon Geomorphs Set One-Three,,accessory,D&D,,likely,,Gary & Ernie Gygax,https://www.tsrarchive.com/dd/dd2-geos-3rd.jpg,,2,
792,,1981,,9026,Village of Hommlet,T1,adventure,AD&D,Greyhawk,likely,4th print,,https://www.tsrarchive.com/add/add-t1-4th.jpg,,1,
55,,1981,,9023,In Search of the Unknown,B1,adventure,D&D,,likely,4th print,Mike Carr,https://www.tsrarchive.com/dd/dd2-b1-4th.jpg,,2,
56,,1981,,1011,Dungeons & Dragons Set 1: Basic Rules,,boxed set,D&D,,not verified,2nd print,Tom Moldvay,https://www.tsrarchive.com/dd/dd2-box-mold-2nd.jpg,,,
57,,1981,,1012,Dungeons & Dragons Set 2: Expert Rules,,boxed set,D&D,Mystara,not verified,3rd print,Dave Cook,https://www.tsrarchive.com/dd/dd2-box2-mold-3rd.jpg,,,
58,,1981,,9040,Secret of the Slavers Stockade,A2,adventure,AD&D,Greyhawk,not verified,,Harold Johnson & Tom Moldvay,https://www.tsrarchive.com/add/add-a2-1st.jpg,,,
59,,1981,,9041,Assault on the Aerie of the Slave Lords,A3,adventure,AD&D,Greyhawk,not verified,,Allen Hammack,https://www.tsrarchive.com/add/add-a3-1st.jpg,,,
60,,1981,,9042,In the Dungeon of the Slave Lords,A4,adventure,AD&D,Greyhawk,not verified,,Lawrence Schick,https://www.tsrarchive.com/add/add-a4-1st.jpg,,,
61,,1981,,9044,Palace of the Silver Princess,B3,adventure,D&D,Mystara,not verified,1st print,Jean Wells,https://www.tsrarchive.com/dd/dd2-b3-1st.jpg,,,
62,,1981,,9044,Palace of the Silver Princess,B3,adventure,D&D,Mystara,not verified,2nd print,Tom Moldvay & Jean Wells,https://www.tsrarchive.com/dd/dd2-b3-2nd.jpg,,,
63,,1981,,9045,The Secret of Bone Hill,L1,adventure,AD&D,Greyhawk,not verified,,Lenard Lakofka,https://www.tsrarchive.com/add/add-l1-1st.jpg,,,
64,,1981,,9046,Dwellers of the Forbidden City,I1,adventure,AD&D,Greyhawk,not verified,,David Cook,https://www.tsrarchive.com/add/add-i1-1st.jpg,,,
65,,1981,,9051,Castle Amber,X2,adventure,D&D,Mystara,not verified,,Tom Moldvay,https://www.tsrarchive.com/dd/dd2-x2-1st.jpg,,,
66,,1981,,9058,Against the Giants,G1-2-3,adventure,AD&D,Greyhawk,not verified,,Gary Gygax,https://www.tsrarchive.com/add/add-g1-2-3-1st.jpg,,,
67,,1981,,9059,Descent into the Depths of the Earth,D1-2,adventure,AD&D,Greyhawk,not verified,,Gary Gygax,https://www.tsrarchive.com/add/add-d1-2-1st.jpg,,,
68,,1981,,9062,The Sinister Secret of Saltmarsh,U1,adventure,AD&D,Greyhawk,not verified,,Dave J. Browne with Don Turnbull,https://www.tsrarchive.com/add/add-u1-1st.jpg,,,
69,,1982,,2994,Quadrille Graph Paper,,accessory,D&D,,not verified,,,https://www.tsrarchive.com/dd/dd2-graph-quad.jpg,,,
70,,1982,,6060,To the Aid of Falx,R1,adventure,AD&D,Greyhawk,not verified,,Frank Mentzer,https://www.tsrarchive.com/add/add-r1.jpg,,,
71,,1982,,6061,The Investigation of Hydell,R2,adventure,AD&D,Greyhawk,not verified,,Frank Mentzer,https://www.tsrarchive.com/add/add-r2.jpg,,,
72,,1982,,6062,The Egg of the Phoenix,R3,adventure,AD&D,Greyhawk,not verified,,Frank Mentzer,https://www.tsrarchive.com/add/add-r3.jpg,,,
73,,1982,,9049,The Lost City,B4,adventure,D&D,Mystara,not verified,,Tom Moldvay,https://www.tsrarchive.com/dd/dd2-b4-1st.jpg,,,
74,,1982,,9052,Pharaoh,I3,adventure,AD&D,,not verified,,Tracy & Laura Hickman,https://www.tsrarchive.com/add/add-i3.jpg,,,
75,,1982,,9055,Tomb of the Lizard King,I2,adventure,AD&D,Greyhawk,not verified,,Mark Acres,https://www.tsrarchive.com/add/add-i2-1st.jpg,,,
76,,1982,,9056,Curse of Xanathon,X3,adventure,D&D,Mystara,not verified,,Douglas Niles,https://www.tsrarchive.com/dd/dd2-x3-1st.jpg,,,
77,,1982,,9061,Lost Caverns of Tsojcanth,S4,adventure,AD&D,Greyhawk,not verified,,Gary Gygax,https://www.tsrarchive.com/add/add-s4.jpg,,,
78,,1982,,9063,Against the Cult of the Reptile God,N1,adventure,AD&D,Greyhawk,not verified,,Douglas Niles,https://www.tsrarchive.com/add/add-n1.jpg,,,
79,,1982,,9064,Danger at Dunwater,U2,adventure,AD&D,Greyhawk,not verified,,Dave J. Browne with Don Turnbull,https://www.tsrarchive.com/add/add-u2.jpg,,,
80,,1982,,9065,The Forgotten Temple of Tharizdun,WG4,adventure,AD&D,Greyhawk,not verified,,,https://www.tsrarchive.com/gh/gh-wg4.jpg,,,
81,,1983,1,1011,Dungeons & Dragons Basic Set,,boxed set,D&D,,likely,1st print,Frank Mentzer,https://www.tsrarchive.com/dd/dd2-box1-ment-1st.jpg,,1,
82,,1983,1,1012,Dungeons & Dragons Expert Set,,boxed set,D&D,Mystara,likely,1st print,Frank Mentzer,https://www.tsrarchive.com/dd/dd2-box2-ment-1st.jpg,,1,
83,,1983,1,9043,The Isle of Dread,X1,adventure,D&D,Mystara,likely,4th print,David Cook & Tom Moldvay,https://www.tsrarchive.com/dd/dd2-x1-4th.jpg,,1,
84,,1983,10,2016,Monster Manual II,,hardcover,AD&D,,likely,,Gary Gygax,https://www.tsrarchive.com/add/add-1e-hb-mm2-1st.jpg,,2,
85,,1983,10,9075,Ravenloft,I6,adventure,AD&D,Ravenloft,verified,,Tracy & Laura Hickman,https://www.tsrarchive.com/add/add-i6.jpg,,2,
86,,1983,,1015,World of Greyhawk,,boxed set,AD&D,Greyhawk,likely,,,https://www.tsrarchive.com/gh/gh-box-1st.jpg,,2,8 Summer
87,,1983,,6063,Doc's Island,R4,adventure,AD&D,Greyhawk,not verified,,Frank Mentzer,https://www.tsrarchive.com/add/add-r4.jpg,,,
789,,1983,,6064,Rahasia,RPGA1,adventure,D&D,,likely,,,https://www.tsrarchive.com/add/add-rpga1.jpg,,,
790,,1983,,6065,Black Opal Eye,RPGA2,adventure,D&D,,likely,,,https://www.tsrarchive.com/add/add-rpga2.jpg,,,
88,,1983,,6066,The Forgotten King,RPGA3,adventure,AD&D,Mystara,not verified,,Bob Blake,https://www.tsrarchive.com/add/add-rpga3.jpg,,,
89,,1983,,6067,The Elixir of Life,RPGA4,adventure,AD&D,Mystara,not verified,,Bob Blake,https://www.tsrarchive.com/add/add-rpga4.jpg,,,
90,,1983,,6067,Riddle of Dolmen Moor,RPGA5,adventure,AD&D,Mystara,not verified,,,https://www.tsrarchive.com/add/add-rpga5.jpg,,,
91,,1983,,6068,Incants of Ishcabeble,RPGA6,adventure,AD&D,Mystara,not verified,,,https://www.tsrarchive.com/add/add-rpga6.jpg,,,
92,,1983,,6069,Llywelyn's Tomb,RPGA7,adventure,AD&D,Mystara,not verified,,,https://www.tsrarchive.com/add/add-rpga7.jpg,,,
93,,1983,,6069,And the Gods Will Have Their Way,RPGA8,adventure,AD&D,Mystara,not verified,,,https://www.tsrarchive.com/add/add-rpga8.jpg,,,
94,,1983,,9050,The Gem and the Staff,O1,adventure,D&D,Mystara,not verified,,John & Laurie Van De Graaf,https://www.tsrarchive.com/dd/dd2-o1-1st.jpg,,,
95,,1983,,9053,Oasis of the White Palm,I4,adventure,AD&D,,not verified,,Philip Meyers & Tracy Hickman,https://www.tsrarchive.com/add/add-i4.jpg,,,
96,,1983,,9054,Lost Tomb of Martek,I5,adventure,AD&D,,not verified,,Tracy Raye Hickman,https://www.tsrarchive.com/add/add-i5.jpg,,,
97,,1983,,9057,The Assassin's Knot,L2,adventure,AD&D,Greyhawk,not verified,,Len Lokofka,https://www.tsrarchive.com/add/add-l2-1st.jpg,,,
98,,1983,,9060,Maze of the Riddling Minotaur,M2,adventure,D&D,Mystara,not verified,,Jeff Grubb,https://www.tsrarchive.com/dd/dd2-msolo2.jpg,,,
99,,1983,,9066,Beyond the Crystal Cave,UK1,adventure,AD&D,Greyhawk,not verified,,Dave J. Browne & Tom Kirby & Graeme Morris,https://www.tsrarchive.com/add/add-uk1.jpg,,,
100,,1983,,9067,Blizzard Pass,M1,adventure,D&D,Mystara,not verified,,David Cook,https://www.tsrarchive.com/dd/dd2-msolo1.jpg,,,
101,,1983,,9068,Master of the Desert Nomads,X4,adventure,D&D,Mystara,not verified,,David Cook,https://www.tsrarchive.com/dd/dd2-x4.jpg,,,
102,,1983,,9069,Temple of Death,X5,adventure,D&D,Mystara,not verified,,David Cook,https://www.tsrarchive.com/dd/dd2-x5.jpg,,,
103,,1983,,9072,Dungeonland,EX1,adventure,AD&D,Greyhawk,not verified,,E. Gary Gygax,https://www.tsrarchive.com/add/add-ex1.jpg,,,
104,,1983,,9073,The Land Beyond the Magic Mirror,EX2,adventure,AD&D,Greyhawk,not verified,,E. Gary Gygax,https://www.tsrarchive.com/add/add-ex2.jpg,,,
105,,1983,,9076,The Final Enemy,U3,adventure,AD&D,Greyhawk,not verified,,Dave J. Browne with Don Turnbull,https://www.tsrarchive.com/add/add-u3.jpg,,,
106,,1983,,9078,Horror on the Hill,B5,adventure,D&D,Mystara,not verified,,Douglas Niles,https://www.tsrarchive.com/dd/dd2-b5.jpg,,,
107,,1983,,9100,The Shady Dragon Inn,AC1,accessory,D&D,,not verified,,Carl Smith,https://www.tsrarchive.com/dd/dd2-ac1.jpg,,,
108,,1983,,9101,The Sentinel,UK2,adventure,AD&D,Greyhawk,not verified,,Graeme Morris,https://www.tsrarchive.com/add/add-uk2.jpg,,,
109,,1984,3,9130,Dragons of Despair,DL1,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl1-2nd.jpg,,1,
110,,1984,7,9237,Dragons of Flame,DL2,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl2.jpg,,2,
111,,1984,9,9132,Dragons of Hope,DL3,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl3.jpg,,2,
112,,1984,11,9131,Dragons of Desolation,DL4,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl4.jpg,,2,
113,,1984,12,9135,Dragons of Mystery,DL5,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl5.jpg,,2,
114,,1984,,1013,Dungeons & Dragons Set 3: Companion Rules,,boxed set,D&D,Mystara,not verified,,Frank Mentzer,https://www.tsrarchive.com/dd/dd2-box3-ment-1st.jpg,,,
115,,1984,,2013,Legends & Lore,,hardcover,AD&D,,not verified,1st/3rd print,James M. Ward with Robert J. Kuntz,https://www.tsrarchive.com/add/add-1e-hb-ddg-1st_3rd.jpg,,,
116,,1984,,9037,Player Character Record Sheets,AC5,accessory,D&D,,not verified,,,https://www.tsrarchive.com/dd/dd2-ac5.jpg,,,
117,,1984,,9079,The War Rafts of Kron,X7,adventure,D&D,Mystara,not verified,,Bruce Nesmith,https://www.tsrarchive.com/dd/dd2-x7.jpg,,,
118,,1984,,9081,Quagmire!,X6,adventure,D&D,Mystara,not verified,,Merle M. Rasmussen,https://www.tsrarchive.com/dd/dd2-x6.jpg,,,
119,,1984,,9082,Lathan's Gold,XSOLO,adventure,D&D,Mystara,not verified,,Merle M. Rasmussen,https://www.tsrarchive.com/dd/dd2-xsolo.jpg,,,
120,,1984,,9084,The Forest Oracle,N2,adventure,AD&D,,not verified,,Carl Smith,https://www.tsrarchive.com/add/add-n2.jpg,,,
121,,1984,,9086,The Veiled Society,B6,adventure,D&D,Mystara,not verified,,David Cook,https://www.tsrarchive.com/dd/dd2-b6.jpg,,,
122,,1984,,9097,Ghost of Lion Castle,BSOLO,adventure,D&D,Mystara,not verified,,Merle M. Rasmussen,https://www.tsrarchive.com/dd/dd2-bsolo.jpg,,,
123,,1984,,9099,Combat Shield & Mini-adventure,AC2,accessory,D&D,Mystara,not verified,,,https://www.tsrarchive.com/dd/dd2-ac2.jpg,,,
124,,1984,,9104,Midnight on Dagger Alley,MV1,adventure,AD&D,,not verified,,Merle M. Rasmussen,https://www.tsrarchive.com/add/add-mv1.jpg,,,
125,,1984,,9106,Journey to the Rock,B8,adventure,D&D,Mystara,not verified,,Michael Malone,https://www.tsrarchive.com/dd/dd2-b8.jpg,,,
126,,1984,,9107,To Find a King,C4,adventure,AD&D,Celtic,not verified,,Bob Blake,https://www.tsrarchive.com/add/add-c4.jpg,,,
127,,1984,,9108,Blade of Vengeance,O2,adventure,D&D,Mystara,not verified,,Jim Bambra,https://www.tsrarchive.com/dd/dd2-o2.jpg,,,
128,,1984,,9110,The Lost Island of Castanamir,C3,adventure,AD&D,,not verified,,Ken Rolston,https://www.tsrarchive.com/add/add-c3-1st.jpg,,,
129,,1984,,9111,The Gauntlet,UK3,adventure,AD&D,Greyhawk,not verified,,Graeme Morris,https://www.tsrarchive.com/add/add-uk3.jpg,,,
130,,1984,,9112,Mordenkainen's Fantastic Adventure,WG5,adventure,AD&D,Greyhawk,not verified,,,https://www.tsrarchive.com/gh/gh-wg5.jpg,,,
131,,1984,,9114,Quest for the Heartstone,XL1,adventure,D&D,Mystara,not verified,,Michael L. Gray,https://www.tsrarchive.com/dd/dd2-xl1.jpg,,,
132,,1984,,9115,Rahasia,B7,adventure,D&D,Mystara,not verified,,Tracy & Laura Hickman,https://www.tsrarchive.com/dd/dd2-b7.jpg,,,
133,,1984,,9116,The Book of Marvelous Magic,AC4,accessory,D&D,,not verified,,Frank Mentzer & Gary Gygax,https://www.tsrarchive.com/dd/dd2-ac4.jpg,,,
134,,1984,,9117,Test of the Warlords,CM1,adventure,D&D,Mystara,not verified,,Douglas Niles,https://www.tsrarchive.com/dd/dd2-cm1.jpg,,,
135,,1984,,9118,Death's Ride,CM2,adventure,D&D,Mystara,not verified,,Garry Spiegle,https://www.tsrarchive.com/dd/dd2-cm2.jpg,,,
136,,1984,,9119,Sabre River,CM3,adventure,D&D,Mystara,not verified,,Douglas Niles & Bruce Nesmith,https://www.tsrarchive.com/dd/dd2-cm3.jpg,,,
137,,1984,,9120,When a Star Falls,UK4,adventure,AD&D,,not verified,,Graeme Morris,https://www.tsrarchive.com/add/add-uk4.jpg,,,
138,,1984,,9121,3-D Dragon Tiles featuring The Kidnapping of Princess Arelina,AC3,accessory,D&D,Mystara,not verified,,Gary Spiegle,https://www.tsrarchive.com/dd/dd2-ac3.jpg,,,
139,,1984,,9123,Conan Unchained!,CB1,adventure,AD&D,Conan,not verified,,David Cook,https://www.tsrarchive.com/add/add-cb1.jpg,,,
140,,1984,,9124,Conan Against Darkness!,CB2,adventure,AD&D,Conan,not verified,,Ken Rolston,https://www.tsrarchive.com/add/add-cb2.jpg,,,
141,,1984,,9125,Eye of the Serpent,UK5,adventure,AD&D,,not verified,,Graeme Morris,https://www.tsrarchive.com/add/add-uk5.jpg,,,
142,,1984,,9126,All that Glitters...,UK6,adventure,AD&D,Greyhawk,not verified,,Jim Bambra,https://www.tsrarchive.com/add/add-uk6.jpg,,,
143,,1984,,9127,Drums on Fire Mountain,X8,adventure,D&D,Mystara,not verified,,Graeme Morris & Tom Kirby,https://www.tsrarchive.com/dd/dd2-x8.jpg,,,
144,,1985,2,9144,Dragons of Glory,DL11,boardgame,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl11.jpg,,1,
145,,1985,3,1019,Battlesystem,,boxed set,AD&D,,likely,,Douglas Niles,https://www.tsrarchive.com/add/add-bs-box.jpg,,1,
146,,1985,5,9140,Dragons of Ice,DL6,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl6.jpg,,1,
147,,1985,6,1021,Dungeons & Dragons Set 4: Master Rules,,boxed set,D&D,,likely,,Frank Mentzer,https://www.tsrarchive.com/dd/dd2-box4-ment.jpg,,1,
148,,1985,6,2017,Unearthed Arcana,,hardcover,AD&D,,likely,,Gary Gygax,https://www.tsrarchive.com/add/add-1e-hb-ua-1st.jpg,,1,
149,,1985,7,9136,Dragons of Light,DL7,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl7.jpg,,2,
150,,1985,7,9141,Dragons of War,DL8,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl8.jpg,,2,
151,,1985,8,9147,The Temple of Elemental Evil,T1-4,adventure,AD&D,Greyhawk,likely,,,https://www.tsrarchive.com/add/add-t1-4-1st_2nd.jpg,,2,
152,,1985,9,9137,Dragons of Deceit,DL9,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl9.jpg,,2,
153,,1985,10,2018,Oriental Adventures,,hardcover,AD&D,Kara-Tur,likely,,Gary Gygax with David Cook & Francois Marcela-Froideval,https://www.tsrarchive.com/add/add-1e-hb-oa-1st.jpg,,2,
154,,1985,12,9142,Dragons of Dreams,DL10,adventure,AD&D,Dragonlance,verified,,,https://www.tsrarchive.com/dl/dl-dl10.jpg,,2,
155,,1985,,9037,Player Character Record Sheets,AC6,accessory,D&D,,not verified,,,https://www.tsrarchive.com/dd/dd2-ac6.jpg,,,
156,,1985,,9109,The Bane of Llywelyn,C5,adventure,AD&D,Celtic,not verified,,Bob Blake,https://www.tsrarchive.com/add/add-c5.jpg,,,
157,,1985,,9122,Bloodstone Pass,H1,adventure,AD&D,Forgotten Realms,not verified,,Douglas Niles & Michael Dobson,https://www.tsrarchive.com/add/add-h1.jpg,,,
158,,1985,,9128,Earthshaker!,CM4,adventure,D&D,Mystara,not verified,,"David ""Zeb"" Cook",https://www.tsrarchive.com/dd/dd2-cm4.jpg,,,
159,,1985,,9129,The Savage Coast,X9,adventure,D&D,Mystara,not verified,,Merle & Jackie Rasmussen & Anne C. Gray,https://www.tsrarchive.com/dd/dd2-x9.jpg,,,
160,,1985,,9143,Castle Caldwell and Beyond,B9,adventure,D&D,Mystara,not verified,,Harry Nuckols,https://www.tsrarchive.com/dd/dd2-b9.jpg,,,
